id,latitude,longitude,name,host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,reviews_per_month
290701,52.37561,4.9,"Central, big window, rear room with private bath.",1491565,David,"Amsterdam, North Holland, Netherlands",Private room,134.0,3,475,2024-12-03,2,207,3.05
291752,52.35179,4.91082,Cozy & large bohemian style room,1511330,Ton,"Amsterdam, North Holland, Netherlands",Private room,155.0,3,271,2024-10-09,1,334,1.72
304082,52.37191,4.89708,"Private, quiet studio in the centre with terrace",276068,Mirre,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,117.0,3,333,2024-11-06,1,247,2.15
304143,52.3623,4.92028,Unique Beautiful Houseboat (ship),1565319,Dick,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,28,50,2020-03-07,1,0,0.32
306852,52.35931,4.89844,"SunShine, A Sunny Amsterdam Center Special",1141485,Gisèle And Simon,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,32,2023-04-01,3,0,0.21
307497,52.39185,4.8869,Historical sailing ship Amsterdam,1582128,Jorn,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,356.0,2,103,2024-05-12,2,269,0.69
307621,52.35871,4.89616,"SunBird, Sunny Apt in Quiet Street",1141485,Gisèle And Simon,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,6,2023-03-27,3,0,0.04
308028,52.35972,4.8975,"SunFlower, A Sunny B&B",1141485,Gisèle And Simon,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,3,36,2023-02-28,3,0,0.28
311124,52.37104,4.87713,*historic centre* *bright* *canal view* *jordaan*,1600010,Anke & Robert,"Amsterdam, North Holland, Netherlands",Entire home/apt,325.0,3,95,2024-10-16,1,312,0.62
2818,52.36548,4.94302,Quiet Garden View Room & Super Fast Wi-Fi,3159,Daniel,"Amsterdam, North Holland, Netherlands",Private room,79.0,3,397,2024-11-25,1,30,2.08
27886,52.38761,4.89188,"Romantic, stylish B&B houseboat in canal district",97647,Flip,"Amsterdam, North Holland, Netherlands",Private room,200.0,3,292,2024-12-02,1,0,1.86
28871,52.36775,4.89092,Comfortable double room,124245,Edwin,"Amsterdam, North Holland, Netherlands",Private room,79.0,2,662,2024-11-29,2,87,3.8
29051,52.36584,4.89111,Comfortable single room,124245,Edwin,"Amsterdam, North Holland, Netherlands",Private room,60.0,2,781,2024-12-01,2,89,4.67
44391,52.37168,4.91471,Quiet 2-bedroom Amsterdam city centre apartment,194779,Jan,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,42,2022-08-20,1,0,0.24
48373,52.32780775677816,4.87680005722526,Cozy family home in Amsterdam South,220434,Vesna & Misha,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,268.0,3,5,2024-04-28,1,4,0.3
49552,52.38028,4.89089,Multatuli Luxury Guest Suite in top location,225987,Joanna & MP,"Amsterdam, North Holland, Netherlands",Entire home/apt,252.0,3,570,2024-11-22,1,220,3.32
50263,52.37118,4.93146,Cent Adam de Lux 2 bedrooms (4p) apt 125 sqm,230246,Donald,"Amsterdam, North Holland, Netherlands",Entire home/apt,475.0,3,166,2024-08-18,1,340,0.96
50515,52.37559,4.83857,"Family Home (No drugs, smoking or parties)",231864,Karin,"Amsterdam, North Holland, Netherlands",Entire home/apt,190.0,4,17,2024-08-21,1,11,0.13
50523,52.36811,4.88262,B & B de 9 Straatjes (city center),231946,Raymond,"Amsterdam, Noord-Holland, Netherlands",Private room,105.0,2,498,2024-11-16,1,284,2.94
53921,52.35559,5.0032,Amsterdam Stylish Lakeview Apartment,252245,Ingrid,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,1,12,2024-05-25,1,0,0.16
55709,52.358112,4.897637,Bright Loft in Centre Amsterdam,263233,Jan-Willem,"Amsterdam, North Holland, Netherlands",Entire home/apt,159.0,26,68,2024-03-01,1,55,0.4
55868,52.35496,4.88452,Apartment near Museumplein (centre),264178,Cornelie,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,3,96,2023-08-07,1,0,0.57
62015,52.36431,4.93122,"Charming, beautifully & sunny place",301340,Jessica,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,2,38,2024-03-31,1,32,0.22
80635,52.37877,4.89394,TOP LOCATED Canalhouse B&B Jordaan,436145,Riks,"Amsterdam, North Holland, Netherlands",Private room,200.0,3,241,2022-12-31,4,0,1.44
91535,52.35774,4.89647,"Privat room and shared Houseboat ""Ramona"" centre",494281,Michiel,"Amsterdam, North Holland, Netherlands",Private room,160.0,1,263,2024-12-01,1,121,1.62
97221,52.34801,4.83639,Beautiful and spacious room,195859,Gianni,"Amsterdam, Noord-Holland, Netherlands",Private room,51.0,2,379,2024-11-21,2,301,2.32
137026,52.35356,4.90578,Entire house with garden in De Pijp,670266,Ton & Fede,"Amsterdam, North Holland, Netherlands",Entire home/apt,350.0,2,109,2024-11-03,1,83,0.69
155548,52.3642,4.92829,Apartment 2 minutes from Centrum!,748161,Maria,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,21,2019-08-20,1,0,0.13
158633,52.39364,4.94538,"Typical Dutch house, quiet area, close to centre",761321,Marlouke,"Amsterdam, North Holland, Netherlands",Entire home/apt,300.0,3,17,2024-08-17,1,309,0.1
168769,52.37956,4.89359,"SUPERLOCATED Room in  CANALHOUSE, Private bath",436145,Riks,"Amsterdam, North Holland, Netherlands",Private room,200.0,3,278,2022-12-29,4,0,1.73
171054,52.36827,4.86615,Spacious apartment next to center,815989,Kamiel,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,3,103,2018-11-28,1,0,0.63
179528,52.34332,4.89484,Authentic Amsterdam apartment RAI,856540,Pierre,"Amsterdam, North Holland, Netherlands",Entire home/apt,445.0,10,36,2024-09-25,2,231,0.22
188347,52.36962,4.85327,Clean & Cozy in The Baarsjes,907405,Yahav,"Amsterdam, North Holland, Netherlands",Private room,65.0,1,446,2024-11-10,1,57,2.76
189754,52.37548,4.89398,Metropolitan B&B centre Amsterdam,915591,Marijn,"Amsterdam, North Holland, Netherlands",Entire home/apt,262.0,2,386,2024-11-17,1,205,2.4
190943,52.35123,4.84776,Lovely light appartment with garden,922787,Nanna,"Amsterdam, North Holland, Netherlands",Entire home/apt,225.0,4,14,2024-07-07,1,6,0.09
193038,52.36057,4.89671,Private Loft&Bathroom  Ensuite Studio Ctr Amsterda,935742,Johan,"Amsterdam, North Holland, Netherlands",Private room,140.0,3,713,2024-09-23,1,72,4.42
212050,52.3676,4.86588,Spacious home w roof garden,887591,Danielle,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,4,23,2024-08-06,1,0,0.14
213371,52.3515,4.89656,Spacious apartment in De Pijp,1100324,Hendrik,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,4,23,2023-06-17,1,0,0.14
214531,52.37169,4.89446,LUXURIOUS GUESTHOUSE in CITY CENTER,1107389,Henry,"Amsterdam, North Holland, Netherlands",Private room,200.0,3,169,2022-06-26,1,0,1.06
219276,52.36781,4.8888,Suite in Canalhouse in the heart of the center,1135329,Amsterdam Boutique Apartments,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,2,16,2022-10-23,1,0,0.11
245927,52.36943,4.88787,Sonnenberg - Canal side & view - Private & Central,1005087,Wytse,"Amsterdam, North Holland, Netherlands",Entire home/apt,381.0,2,243,2024-12-02,1,289,1.58
247805,52.36707,4.87348,"Bellavista, central,with canal view",1298735,Carolien,"Amsterdam, Noord-Holland, Netherlands",Private room,132.0,2,513,2024-11-17,1,102,3.23
252080,52.36936,4.90963,Amazing apartment historical centre,1322517,Evan,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,3,24,2024-08-17,1,2,0.15
254800,52.37122,4.88211,Amazing apartment in city center,1337537,Diederik,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,2,63,2022-10-14,1,0,0.45
255809,52.34416,4.88709,Stylish apartment free carpark,1344947,André Charles,"Amsterdam, NH, Netherlands",Private room,184.0,2,242,2024-11-27,1,231,1.58
256670,52.35861,4.86023,Beautifully renovated family apartment,1350388,Stefan En Annemiek,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,5,9,2024-08-02,1,0,0.06
262394,52.35695,4.85234,Charming Studio with Roof Terrace,1376607,Martin,"Amsterdam, North Holland, Netherlands",Private room,200.0,3,113,2019-10-07,1,0,0.73
274706,52.36474,4.88598,Beautiful central & quiet apartment,1436134,Veronica,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,44,2023-11-09,1,0,0.29
283170,52.35538,4.87465,5-bedrooms house; central location; free parking,1451657,Marco,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,979.0,2,129,2024-06-24,1,270,0.84
286500,52.37561,4.9,"Centre, canal view with private bathroom",1491565,David,"Amsterdam, North Holland, Netherlands",Private room,142.0,3,392,2024-11-27,2,171,2.51
327285,52.35625,4.89323,beautiful designed ap.+bikes+garden+boat!,1672823,Ester,"Amsterdam, North Holland, Netherlands",Private room,236.0,3,707,2024-11-30,1,180,4.56
331946,52.3606,4.85739,great family house only suitable for fam with kids,1687595,Sebastiaan,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,275.0,2,33,2024-11-03,1,16,0.24
343094,52.35715,4.90926,Amstel Nest - an urban retreat for two,1740785,Rob & Fang,"Watergraafsmeer, North Holland, Netherlands",Private room,94.0,5,558,2024-11-18,1,203,3.64
357980,52.36469,4.87616,★ STYLISH FAMILY HOME - CITY CENTER,1811745,Marre,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,3,137,2024-08-12,1,0,0.89
359298,52.36427,4.91063,Sunny Roof Top in Beautiful Area,1817922,Olly & Josh,"Amsterdam, North Holland, Netherlands",Entire home/apt,140.0,2,111,2024-09-25,1,142,0.72
366438,52.36737754954245,4.896707133551012,Private apartment@ city centre & canal view,1849988,Nicolet,"Amsterdam, North Holland, Netherlands",Private room,200.0,3,540,2024-11-30,1,352,3.5
367107,52.36263,4.90216,"IN HISTORIC CENTRE, NEXT TO AMSTEL, PEACEFUL HOME",1853421,Marijn,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,5,21,2024-10-26,1,348,0.18
379885,52.35464776933696,4.906100814228655,Private Studio Houseboat *BEST VIEW* @Amstel,1907015,Masha,"Watergraafsmeer, North Holland, Netherlands",Private room,155.0,3,94,2023-10-29,1,268,0.62
414865,52.35105,4.84787,"Charming house, perfect for two!",2063261,Miranda,"Amsterdam, North Holland, Netherlands",Entire home/apt,150.0,4,11,2024-08-11,1,78,0.1
415619,52.37058,4.93541,Sunny Amsterdam East Harbor View,1336633,Stephan,"Zeeburg, North Holland, Netherlands",Entire home/apt,145.0,2,87,2024-09-30,1,2,0.57
440992,52.341621,4.849049,Charming houseboat near Olympic St.,2191136,Jan,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,134,2024-06-30,1,3,0.88
441424,52.37297,4.94454,Family house in centre of Amsterdam,2193861,Marco,"Amsterdam, North Holland, Netherlands",Entire home/apt,185.0,4,42,2024-08-09,1,23,0.28
445660,52.36997,4.85651,cosy room with private entrance,2202945,Heleen,"Amsterdam, North Holland, Netherlands",Private room,75.0,3,575,2024-11-24,1,115,3.76
450767,52.37006,4.90081,Houseboat 'Saturnus' Amsterdam,2238440,Richard En Birgit,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,330.0,3,289,2024-11-22,2,262,1.95
462341,52.3739,4.89263,Central 17th Century Unique House,2297302,Milen & Joes,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,4,47,2024-08-24,1,0,0.4
483779,52.34967,4.83163,Spacious studio apartment in A'dam,2395278,Alexei Vladimirovič,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,2,34,2017-10-22,1,0,0.34
495862,52.36029,4.87463,Big house with  garden in centre facing Vondelpark,2449055,Eddy,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,600.0,4,18,2024-07-20,1,32,0.13
496953,52.36294,4.87523,Luxury design B&B in city centre,2453971,Kim,"Amsterdam, Noord-Holland, Netherlands",Private room,250.0,1,28,2018-12-31,1,43,0.19
503629,52.3543,4.87701,"Quiet & spacious apt, near Museums & Concertgebouw",2483843,Alban,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,5,11,2019-07-28,1,0,0.08
505012,52.36412,4.88757,"Amsterdam centrum, perfect familiehuis",1645998,Djoke,"Amsterdam, North Holland, Netherlands",Entire home/apt,475.0,3,61,2023-05-10,1,20,0.41
507598,52.37694,4.88003,Canal View Apartment! Jordaan Area,2501656,Stephanie,"Amsterdam, North Holland, Netherlands",Entire home/apt,500.0,2,62,2019-06-16,1,90,0.41
515088,52.39681,4.99715,Familyfriendly Suite incl breakfast,2536879,Hansje,"Amsterdam, North Holland, Netherlands",Entire home/apt,180.0,2,1,2019-03-10,1,365,0.01
515749,52.35902,4.89606,Unique and luxury houseboat,2540480,Derk,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,210.0,3,298,2024-11-24,1,337,1.97
515921,52.35022,4.8525,Apartment near centre with amazing view over city,2541099,Anne-Marie,"Amsterdam, North Holland, Netherlands",Entire home/apt,175.0,3,100,2024-08-27,1,235,0.66
517996,52.37827,4.88568,Bright Canal house with amazing view! @the Jordaan,2550339,Aemilia,"Amsterdam, North Holland, Netherlands",Entire home/apt,350.0,3,30,2024-08-25,1,113,0.2
522471,52.37768,4.85279,Beautiful 2-storey appartment+roof terrace (135 m),2569931,Harriet,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,9,29,2024-08-11,1,0,0.21
528022,52.39216,4.88824,Somewhere Else,2594559,Els,"Amsterdam, Noord-Holland, Netherlands",Private room,125.0,2,330,2024-10-30,1,267,3.32
537321,52.37275,4.86189,Comfortable apartment perfect location,2639261,Vera,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,29,33,2022-05-21,1,0,0.31
538723,52.354,4.93965,Beautiful ground floor apartment,356740,Dimphy,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,5,57,2020-01-01,1,0,0.38
549310,52.37144,4.86287,Two-bedrooms Apartment with Garden in town,2699033,Barbara,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,1,62,2024-08-16,1,0,0.54
553514,52.38444,4.86916,"B&B WestergasTverblijf , Cosy!",618589,Mirjam,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,80.0,2,162,2020-02-16,1,65,1.12
556829,52.33558,4.86878,"peaceful stay near city centre,  airport & forrest",2737834,Sophia,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,300.0,3,28,2024-04-21,2,1,0.19
568446,52.37087,4.90199,Pretty apt in the center of A'dam,2797260,Noriko,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,108,2022-08-04,1,0,0.72
570753,52.34904,4.86765,Southern Comfort near Vondelpark,2439449,Henriette,"Amsterdam, Noord-Holland, Netherlands",Private room,90.0,4,391,2024-10-20,1,313,2.6
575603,52.36112,4.89462,Loft right in the city centre,2830952,Henning,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,5,21,2024-01-02,1,0,0.17
575615,52.37117,4.90258,Appartment in centre of Amsterdam.,2831228,Veronique,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,40,2024-07-26,1,0,0.27
579851,52.39144,4.88436,Private Studio on Spectacular Houseboat,2851886,Sonja,"Amsterdam, North Holland, Netherlands",Private room,150.0,2,610,2024-11-18,1,3,4.12
582028,52.36022,4.84346,GREAT Full family apartment with great park view,2865851,Oliver,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,175.0,3,12,2023-03-18,1,9,0.09
582382,52.39442,4.91478,Spacious and well located,2868026,Emer,"Amsterdam, North Holland, Netherlands",Entire home/apt,190.0,2,20,2024-07-21,1,1,0.13
584258,52.35499,4.85384,Comfortable clean loft next to Vondelpark!,2878977,Jis,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,3,21,2024-09-27,1,0,0.18
588020,52.36918,4.91316,Large 3 bedroom apartment surrounde,1759884,Ivan,"Amsterdam, North Holland, Netherlands",Entire home/apt,334.0,3,356,2024-12-02,2,245,2.98
590236,52.36809,4.85436,Our Cozy Third floor Home,2912339,Kelli,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,160.0,3,56,2024-09-08,1,134,0.38
590386,52.35567,4.93175,amazing apartment in Amsterdam!!,2913467,Ido,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,7,8,2024-08-09,1,0,0.05
590681,52.34788,4.8506,Beautiful large family garden house Vondelpark,2914846,Lotte,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,2,29,2024-07-16,1,0,0.19
591951,52.32582,4.98403,House on waterfront,2580855,Martine,"Amsterdam-Zuidoost, North Holland, Netherlands",Entire home/apt,282.0,1,64,2020-08-16,1,365,0.43
606871,52.37621,4.87075,Modern Houseboat | Jordaan area | A unique stay!,3007402,Diewert,"Amsterdam, North Holland, Netherlands",Private room,120.0,1,567,2024-12-02,1,334,4.03
608432,52.381996,4.888583,Sleep at Amy's B'n'B Front Room,3015785,Erik And Mary Jo,"Amsterdam, Haarlemmerbuurt, Netherlands",Private room,105.0,1,938,2024-12-01,2,45,6.26
613088,52.41016,4.96369,Your own cottage in the countryside,3040748,Henk,"Amsterdam, Noord-Holland, Netherlands",Private room,87.0,2,415,2023-05-28,9,0,2.77
620056,52.3884,4.87148,"Light, spacious apartment in cool Westerpark area",2782084,Marieke,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,235.0,3,34,2024-10-21,1,90,0.23
623123,52.36247,4.86534,Beautiful and spacious apartment with big rooftop,2695123,Janne,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,3,34,2024-08-11,1,0,0.23
627188,52.381996,4.888583,Sleep at Amy's B'n'B Garden Room,3015785,Erik And Mary Jo,"Amsterdam, Haarlemmerbuurt, Netherlands",Private room,116.0,1,646,2024-11-25,2,52,4.3
627213,52.35094,4.88552,"Houseboat near museums, the Pijp, two lovely cats",3113556,Ingmar,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,7,16,2024-08-17,1,0,0.11
633585,52.35043,4.89291,"Amazing, spacious Amsterdam Apt.",898904,Sietske,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,3,99,2024-07-31,1,0,0.66
634170,52.38388,4.86562,"'Westerpark Sanctuary', Office-Apt. across W-Park.",3078488,Carolina,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,109.0,91,148,2022-06-30,1,248,0.99
646957,52.34699973417133,4.891685356600203,Cosy happy family appartment,3243217,Luuk,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,153.0,4,3,2024-08-16,1,52,0.41
653459,52.32285,4.86154,"VeryBig luxurious family house A""dam own parking",1634910,Derk,"Amsterdam, Netherlands",Entire home/apt,200.0,6,18,2022-07-31,1,0,0.2
654931,52.37167,4.8948,"A-location, ensuite bathroom, centre - Milkmaid -",3278419,Matthijs,"Amsterdam, North Holland, Netherlands",Hotel room,129.0,1,974,2024-11-20,2,218,6.54
655216,52.37098,4.89434,A-location ensuite bathroom centre 'Pearl Earring',3278419,Matthijs,"Amsterdam, North Holland, Netherlands",Hotel room,140.0,1,879,2024-12-01,2,216,5.93
660856,52.3551,4.93262,Entire house / 4 floors art-filled family-friendly,3336575,Maaike,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,395.0,4,42,2024-08-15,1,9,0.29
664697,52.38537,4.90241,Design Waterfront flat near station,1406783,Alicia,"Amsterdam, North Holland, Netherlands",Entire home/apt,87.0,30,62,2018-06-30,2,252,0.42
667305,52.41878,4.89397,"Green, sportive experience in A'dam",3375589,Fred Alexander,"Amsterdam, North Holland, Netherlands",Entire home/apt,166.0,5,43,2024-10-26,1,365,0.31
683431,52.34557,4.8962,Nice Room near to RAI and downtown,2309485,Ned,"Amsterdam, North Holland, Netherlands",Private room,79.0,1,717,2024-12-01,1,72,5.69
685990,52.38393,4.83746,Room privacy near centre Amsterdam,3498674,Nadia,"Amsterdam, North Holland, Netherlands",Private room,65.0,4,413,2024-11-17,2,334,2.78
689623,52.3737,4.92581,City beach apartment,2272095,Katinka,"Amsterdam, North Holland, Netherlands",Entire home/apt,140.0,14,94,2024-09-15,1,37,0.67
693675,52.35925,4.8514,2 rooms in beautiful appartment near Vondelpark,3548522,Susanne,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,95.0,1,11,2018-09-02,3,0,0.08
694850,52.37274,4.89836,Quiet room in Amsterdam Center,3556421,Mirjam,"Amsterdam, North Holland, Netherlands",Private room,86.0,2,759,2024-10-05,1,4,5.12
696113,52.36158,4.97639,Winter wonderland?,3564543,Daniel,"Amsterdam, North Holland, Netherlands",Entire home/apt,350.0,5,26,2024-07-13,1,330,0.18
697153,52.37455544434648,4.839840069484753,"Lovely house, centrally located!",680246,Jennifer,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,0,2024-10-20,1,0,1.026822858420935
698672,52.36706,4.86465,Cosy and stylish flat in popular Oud-West,2302855,Miriam,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,3,60,2023-08-29,1,0,0.41
702894,52.37449,4.84762,"Cozy and light in Bos en Lommer, 96 m²",3607736,Elmar,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,5,85,2020-01-05,2,0,0.57
708528,52.35537,4.89477,Independent Studio in 'De Pijp',3644216,Jeremie,"Amsterdam, Noord-Holland, Netherlands",Private room,154.0,3,258,2024-10-24,1,17,2.38
716107,52.36462,4.86824,Loft style home nearby city centre,3689867,Marijke,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,130.0,3,172,2024-09-02,1,7,1.18
721291,52.37752,4.87086,Sunny apt great location free bikes,3723928,Katarina,"Amsterdam, Noord-Holland, Netherlands",Private room,79.0,2,244,2024-10-28,1,236,1.65
728144,52.36102,4.89704,Beautiful loft in center Amsterdam,3775786,Aren,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,2,147,2024-09-09,1,0,1.0
728145,52.35258865356445,4.894248962402344,Superb loft apartment in de Pijp!,1902079,Martijn,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,240.0,2,66,2024-10-20,1,5,0.45
729260,52.38079,4.88536,Great location modern apartment,3788198,Martin,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,2,105,2024-10-21,1,73,0.71
729317,52.36052,4.89568,Suite 2 Stay - studio Beautiful Barok - canal area,3788673,Laurens En Petra,"Amsterdam, North Holland, Netherlands",Private room,121.0,3,191,2024-11-24,2,91,2.05
730916,52.3731,4.86859,Room with a view,3267693,Santiago & Tony,"Amsterdam, North Holland, Netherlands",Private room,200.0,3,453,2024-09-29,1,0,3.09
733654,52.37098,4.9227,FAMILY HOME WITH SUNNY PRIVATE GARDEN IN CENTER,3823268,Geerke,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,5,14,2023-08-22,1,0,0.1
740616,52.36256,4.9108,Private Room at our LoveNest in Amsterdam,3846003,Patricia And Carlos,"Amsterdam, North Holland, Netherlands",Private room,99.0,3,77,2019-06-15,1,0,0.52
741043,52.37654,4.87003,Modern  stylish villa: My Amsterdam Houseboat,3877342,Nicole,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,590.0,2,80,2024-11-20,3,306,0.55
742160,52.36866,4.92071,Historical sailing ship in the center of Amsterdam,1582128,Jorn,"Amsterdam, Netherlands",Entire home/apt,356.0,2,139,2024-11-28,2,272,0.96
744659,52.35659,4.90827,Private luxury B&B near Amstel,3518386,Kristel,"Amsterdam, Noord-Holland, Netherlands",Private room,125.0,2,328,2024-11-17,1,291,2.23
746067,52.38295,4.88726,Beautiful apartment in canal house,3713242,Barbara,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,5,91,2024-06-04,1,0,0.63
747847,52.36131,4.8519,nice cozy room near Vondelpark,3548522,Susanne,"Amsterdam, Noord-Holland, Netherlands",Private room,60.0,2,40,2018-06-23,3,2,0.3
751626,52.35206604003906,4.915624141693115,"Light, quiet, cozy, central",3703205,Judith,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,1,32,2024-09-10,1,0,0.22
754613,52.37266,4.90456,Canal house - Heart of Amsterdam,3970753,Take & Eline,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,236.0,4,451,2024-12-03,1,241,3.13
755431,52.37066,4.87405,A special spot near the Jordaan ideal for two,3975477,Anna And Robert,"Amsterdam, North Holland, Netherlands",Private room,120.0,2,334,2024-12-02,1,172,2.44
758475,52.36663,4.87276,"Central apartment 50m2, Old West Jordaan.",1387938,Mathi,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,6,39,2020-07-11,1,0,0.27
759060,52.36754,4.88733,Spacious delightful Canalhouse,4000086,Ingo & Marlies,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,3,106,2021-08-20,1,0,0.73
759299,52.36084,4.85269,beautiful spacious appartment near Vondelpark,3548522,Susanne,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,300.0,3,15,2024-08-09,3,1,0.12
761411,52.4011,4.95257,Amsterdam sweethome - Clean Quiet Safe,4013546,Xsjong,"Amsterdam, North Holland, Netherlands",Private room,65.0,3,343,2024-10-20,2,157,2.33
768274,52.38767,4.88493,Amazing Canal Loft,3678216,J & R,"Amsterdam, North Holland, Netherlands",Entire home/apt,424.0,3,83,2024-05-21,1,36,0.61
768737,52.37825,4.86861,"Room, brandnew luxurious houseboat",3877342,Nicole,"Amsterdam, North Holland, Netherlands",Private room,115.0,2,394,2024-11-10,3,49,2.81
771217,52.34091,4.84802,Lovely Amsterdam Houseboat,4068486,Danielle,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,3,10,2019-01-02,1,0,0.09
771343,52.37594,4.88387,City Centre Room. En-suite Shower. Roof Terrace.,2313061,Marcel,"Amsterdam, Noord-Holland, Netherlands",Private room,106.0,1,835,2024-12-05,2,177,6.9
771758,52.34923,4.8347,Nice and Cozy Room Offered in Amsterdam,195859,Gianni,"Amsterdam, North Holland, Netherlands",Private room,53.0,2,344,2024-11-21,2,322,2.43
775655,52.37047,4.89799,the Boathouse bed&bike A'dam centre,4091515,Karin,"Amsterdam, North Holland, Netherlands",Private room,118.0,2,531,2024-11-21,1,353,3.62
778820,52.35982,4.85635,"Spacious, bright and comfortable",4106698,Co,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,2,2018-04-06,1,0,0.02
780674,52.36855,4.90766,Beautiful apartment in city centre,4117326,Bas,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,36,2023-09-19,1,0,0.27
782254,52.37156696551477,4.8905172796882574,Beautiful apt in city center for FAMILIES ONLY,4125951,Daniela,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,364.0,3,61,2024-11-18,1,39,0.42
785432,52.36717,4.90008,Amsterdam Houseboat 'Centre',2586026,Nathalie,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,2,1094,2024-12-02,1,0,7.5
794322,52.36863707410021,4.899095646157325,Romantic Houseboat in the center,4184910,Lydia,"Amsterdam, North Holland, Netherlands",Private room,221.0,1,423,2024-11-17,1,313,2.94
796683,52.36087,4.87017,Spacious house in Helmersdistrict for families,3732811,Francisca B M,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,3,15,2019-07-28,1,0,0.13
800723,52.36884,4.86127,mediterranean ambiance appartment,4215174,Hinde,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,150.0,4,18,2020-02-18,1,0,0.12
