id,latitude,longitude,name,host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,reviews_per_month
23372203,52.30691,4.97676,Beautiful spacious apartment in Amsterdam,36713272,Melanie,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,7,2024-05-12,1,0,0.28
23390929,52.3721,4.87157,The Amazing Space Age Boat - centrally located,174385992,Valkiria,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,3,250,2024-11-28,1,9,3.04
23404925,52.35805,4.91121,"Spacious, recent renovated apt. | near Oosterpark",174521036,Eric En Corine,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,8,2018-10-21,1,0,0.1
23414875,52.35638,4.99051,"Family home close to Central Station, free parking",23738054,Esther,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,180.0,5,9,2024-01-06,1,10,0.12
23416497,52.38655,4.88842,Private studio in lovely houseboat. #2 by Vogue,8407811,Nadine,"Amsterdam, Noord-Holland, Netherlands",Private room,201.0,1,899,2024-12-01,1,273,10.88
23424027,52.37138,4.92217,Apartment in quiet area of city centre,57628084,Ruud,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,25,2024-09-15,2,0,0.31
23424276,52.37756,4.85968,Stylish& luxurious ground floor appartment in West,14480221,Arno,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,0,2024-10-20,1,0,1.026822858420935
23425775,52.36153,4.87331,Private mews studio near Vondelpark & Museums,174715695,Piet Hein,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,185.0,3,117,2024-11-10,2,145,1.44
23430951,52.35622,4.89954,Recently Renovated Apt. in the HEART of the City,18521283,Rene,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,25,2022-04-19,1,0,0.31
23431802,52.36831,4.85358,Bohemian apartment in de Baarsjes area,11177242,Melle,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,6,2022-08-24,1,0,0.07
23432961,52.36303,4.85919,"Fantastic apartment in Adam, with a great view.",23419149,Petra En Rik,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,15,2022-01-03,1,0,0.19
23444823,52.37556,4.87539,Bright - Spacious - Central  ap. for cat lover,15327550,Bregje,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,10,17,2024-09-20,1,0,0.21
23462549,52.3615,4.89369,Fully furnished apartment on the Prinsengracht,31032024,Charlotte,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,125.0,4,55,2024-11-15,1,76,0.72
23493489,52.37969,4.99523,Amazing Dyke House in Amsterdam,9791621,Hugo,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,2,2018-08-13,1,0,0.03
23509547,52.34952,4.78774,"Big room, tram 15 min to City Centre and Airport",20647485,Margot,"Amsterdam, Noord-Holland, Netherlands",Private room,85.0,2,60,2024-10-21,2,155,0.73
23512177,52.37276,4.92088,Great apartment centrally located for up to 4 pers,16017723,Lj,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,7,13,2019-06-28,1,0,0.16
23552547,52.35379,4.90109,"Bella B&B in the heart of the Pijp, Amsterdam",67046252,Laurens,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,190.0,3,222,2024-11-20,2,256,2.76
23559646,52.3814,4.886,Appartement in the city center,176045027,Tim,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,1,48,2024-09-15,1,0,0.59
23569095,52.36522,4.85338,**COSY and BRIGHT apartment  in West area**,89075557,Hanan,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,3,2020-01-02,1,0,0.04
23575414,52.37568,4.88197,City Centre Room. Private Bathroom. Roof Terrace.,176059267,Robert,"Amsterdam, Noord-Holland, Netherlands",Private room,90.0,1,613,2024-11-21,1,244,7.48
23587213,52.39147,4.88684,Lovely Studio on unique Houseboat,17140193,Roel En Malou,"Amsterdam, NH, Netherlands",Private room,110.0,2,140,2024-11-24,1,11,1.72
23593065,52.37938,4.87481,Spacious Central 1BDR apartment with Roof Terrace,176397431,Sjoerd,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,257.0,3,34,2024-09-24,1,4,0.43
23601178,52.37334,4.96385,Sunny and Spacious Family home,498612,Mark,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,179.0,2,35,2024-11-11,1,81,0.43
23606967,52.34216,4.91153,Beautiful apartment for 2 persons,15881772,Jody,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,7,2022-10-26,1,0,0.09
23607656,52.36487,4.8523,Lovely apartment in Amsterdam,28239250,Marjolijn,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,33,2024-10-20,1,0,0.41
23618844,52.37223,4.8715,"Bright, Colorful with Canal view @the City Center!",1266399,Maartje,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,1,39,2022-06-28,1,0,0.47
23628998,52.36699,4.8551,Super-located full appartment,176811314,Maarten,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,160.0,5,27,2023-08-27,1,17,0.33
23638700,52.36244,4.86347,Private apt prime location 2 bed- bathrooms  airco,5630387,Christy,"Amsterdam, Noord-Holland, Netherlands",Private room,394.0,2,116,2024-11-12,1,201,1.43
23645991,52.32289,4.98336,Amazing 70sqm apartment,176994813,Frank,"Amsterdam, Noord-Holland, Netherlands",Private room,150.0,2,52,2024-10-21,1,351,0.64
23647380,52.36843,4.89803,Canal  Studio in Heart of Amsterdam,3981033,Sandra,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,50,2023-01-02,1,0,0.61
23662346,52.36915,4.91651,Cozy Houseboat in the Centre of Amsterdam,9799534,Marlijn,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,22,2023-09-17,2,0,0.27
23683563,52.37704,4.85514,Apartment with garden in Amsterdam Old West,58560931,Freek,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,17,2023-06-04,1,0,0.21
23684337,52.37734,4.88984,Apartment in canal house (17th century) downtown,12354457,Sebastiaan,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,154.0,2,234,2024-11-22,1,114,2.86
23728825,52.37268,4.86566,Chique apartment in Amsterdam centre with terrace,177882998,Kim,"Amsterdam, NH, Netherlands",Entire home/apt,200.0,3,24,2024-03-28,1,0,0.29
23729261,52.35657,4.89339,Lovely apartment @ Top Location - City Centre,99721252,Aysen,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,3,60,2020-09-10,1,0,0.74
23735611,52.3380100445765,4.941036971413555,Private home with garden in Amsterdam,77925368,Wouter,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,1,4,2024-10-19,1,0,0.71
23768505,52.36338,4.88307,Gorgeous Modern Large Hideout | Close 2 Everything,19842964,Simon,"Amsterdam, Noord-Holland, Netherlands",Private room,83.0,1,399,2024-12-04,2,355,4.88
23770069,52.29474,4.97227,"Entire 3 bedroom house, 100m2, 20 min to center",66108853,Ionut,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,330.0,2,39,2024-11-03,1,0,0.5
23776178,52.36689,4.8789,"Sunny, luxurious apartment on picturesque canal",8676061,Irina,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,450.0,3,47,2024-07-07,1,108,0.58
23777372,52.36288,4.88487,Nicole (Room not for parties),176320082,Lucio,"Amsterdam, Noord-Holland, Netherlands",Private room,67.0,1,570,2024-11-17,6,355,7.0
23783715,52.36338,4.88307,Elegant Comfortable Modern Room | Ace Location,19842964,Simon,"Amsterdam, Noord-Holland, Netherlands",Private room,68.0,1,327,2024-11-28,2,345,4.0
23784352,52.37946,4.8905,“1620” Ensuite room at The Place 2 BnB City Centre,93677584,Bob & Menno,"Amsterdam, Noord-Holland, Netherlands",Private room,254.0,2,28,2024-11-19,3,18,0.87
23804721,52.363450635993,4.938777958032861,Entire apartment in Amsterdam,47780085,Ioannis,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,6,2024-09-05,1,0,0.31
23806047,52.36005,4.85971,Prachtig luxueus appartement met ruim dakterras,21568130,Mariken,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,45,2024-04-01,1,0,0.56
23815895,52.37662,4.88696,Amsterdam city center,1646176,Froukje,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,220.0,3,69,2024-09-30,1,14,0.86
23818476,52.38028,4.87127,Spacious apartment Westerpark for couples/families,9223172,Sven,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,5,2019-12-28,1,0,0.07
23819110,52.35507,4.9925,Spacious studio with terrace on waterside,22272931,Marguerite,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,160.0,4,34,2024-10-14,1,24,0.42
23896625,52.353,4.92922,Quiet Urban loft,51660367,Ivo,Netherlands,Private room,165.0,2,206,2024-11-18,1,164,2.57
23899829,52.3766,4.90207,PH93 Amsterdam - Room P,8321212,Henry,"Amsterdam, Noord-Holland, Netherlands",Private room,153.0,1,223,2024-11-24,2,71,2.73
23937912,52.333031,4.903041,Private Romantic Little Houseboat on Amstel River,25271066,Edith,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,4,169,2024-11-11,1,0,2.1
23957941,52.37354,4.85981,Cozy room in trendy West - 15 minutes from centre,59340913,Sophie,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,1,19,2023-11-15,1,0,0.24
23963946,52.35193,4.90994,Sunny spacious Amstel houseboat  | City Center,13764279,Kay,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,250.0,3,249,2024-11-18,1,224,3.07
23971504,52.35254,4.88516,"Cosy, Private, Canal view, Museum area, stylish.",180288270,Ellen,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,151.0,2,421,2024-12-01,2,238,5.18
23971759,52.35183,4.88692,"Stylish, Private, Sunny terrace, Museum, Cosy",180288270,Ellen,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,145.0,2,396,2024-12-04,2,245,4.86
23977668,52.36324,4.90473,Luxerious yet cosy houseboat,17417642,Albert,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,371.0,2,153,2024-11-03,1,278,1.94
23984557,52.34937,4.93952,Stylish renovated apartment close to the centre!,57771318,Annette,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,250.0,7,20,2024-10-20,1,6,0.26
23993527,52.3521,4.8992,Spacious appartment with garden in city center,75730294,Bernard A,"Amsterdam, NH, Netherlands",Entire home/apt,300.0,2,2,2024-10-28,1,61,0.02
24003503,52.41973,4.87078,"Amsterdam Farm Lodge: spacious, suited for groups",135487531,Rogier & Nicole,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,168.0,1,107,2024-11-12,7,264,1.32
24003573,52.37425,4.86676,Sunny Apartment with Awesome View @ Centre of All,180635146,Michiel,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,11,2024-10-28,1,0,0.14
24016519,52.35488,4.88099,Luxury two floor apartment with large roof terrace,180740832,Sjoerd And Tom,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,601.0,2,31,2024-10-20,1,103,0.39
24035907,52.35283,4.88292,Amsterdam apartment - close to Museum Square,86172179,Esmee,"Amsterdam, NH, Netherlands",Entire home/apt,195.0,3,24,2024-10-07,1,13,0.3
24038698,52.41153,4.90695,Detached villa in Amsterdam - Free parking & bikes,15854712,Katja,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,364.0,2,8,2024-07-26,1,57,0.1
24053644,52.37643,4.87619,Your canal view city centre home,4095580,Yvonne,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,0,2024-10-20,1,0,1.026822858420935
24068988,52.37542,4.93908,Sunrise Wheelhouse,2531171,Carmen,"Amsterdam, Noord-Holland, Netherlands",Private room,190.0,7,271,2024-10-30,1,36,3.33
24073841,52.35744,4.91791,GREAT APPARTEMENT IN AMSTERDAM,49365416,Esra,"Amsterdam, Netherlands",Entire home/apt,200.0,2,21,2020-03-06,1,0,0.26
24074391,52.38299,4.8737,Cosy apartment with balcony near the city centre,51813273,Noud,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,18,2023-04-10,1,0,0.22
24111219,52.38329,4.88865,Apartment in center 10min walk to central station,110116484,Pascal,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,31,2024-09-16,1,12,0.38
24111530,52.35363,4.85573,"Spacious, Modern Apartment at Vondelpark",42393079,Bob,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,21,2022-10-30,1,0,0.26
24117588,52.37314,4.95031,Spacious design home with spa in canal house,181658474,Marcel,"Amsterdam, Noord-Holland, Netherlands",Private room,265.0,2,89,2024-10-20,1,169,1.1
24127480,52.36917,4.86663,Private cosy light studio in Old-west with airco,8920510,Monique,"Amsterdam, Noord-Holland, Netherlands",Private room,150.0,3,432,2024-11-17,1,68,5.32
24133446,52.37035,4.88609,Lovely Van Gogh studio @ Historic city centre,181803312,Mariya,"Amsterdam, Noord-Holland, Netherlands",Private room,138.0,2,405,2024-11-22,2,297,5.0
24137393,52.3161,4.96034,Rustige ruime kamer,3219665,Rob,"Amsterdam, Noord-Holland, Netherlands",Private room,69.0,1,311,2024-11-23,2,77,3.83
24159344,52.39412,4.92613,"Large, comfortable room in Amsterdam Noord",4668971,Philip,"Amsterdam, Noord-Holland, Netherlands",Private room,50.0,2,316,2024-11-11,1,68,3.99
24171387,52.37452,4.86418,Stylish Apartment - perfect to explore Amsterdam,39578189,Jolanda,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,43,2024-03-31,1,0,0.53
24192387,52.36009,4.94519,Cosy & spacious apartment + garden in Amsterdam,73694681,Annelieke,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,219.0,3,37,2023-10-22,1,35,0.46
24199941,52.38556,4.91348,Quiet room for one person in Amsterdam (north),4918207,Aydin,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,3,0,2024-10-20,1,0,1.026822858420935
24202491,52.38306,4.84776,City chique app in Amsterdam West with roofterrace,17829780,Sandra,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,375.0,3,22,2024-04-21,1,28,0.27
24205064,52.35067,4.89825,"Design Appt in ""De Pijp"" with roof terrace",179742742,Niels,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,23,2024-07-21,1,0,0.28
24217698,52.36482,4.87969,Luxury Leidseplein with Private Patio,53439431,Marc,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,237.0,2,272,2024-12-05,1,343,3.36
24236149,52.38408,4.87825,Spacious family house with garden close to centre,13807774,Kirsten,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,3,2019-04-28,1,0,0.04
24256874,52.36639,4.8993,Amsterdam Houseboat Centre II - A fully safe B&B,182909053,Leonie,"Amsterdam, Noord-Holland, Netherlands",Private room,268.0,1,312,2024-09-23,1,125,3.86
24276106,52.37292,4.87732,"Light Bohemian Penthouse, 2,5 floors, city heart",2803397,Joris,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,150.0,4,29,2023-06-01,1,106,0.36
24281927,52.39779,4.90768,Industrial apartment in trendy Amsterdam North,63914391,Helen,"Amsterdam, Noord-Holland, Netherlands",Private room,150.0,2,46,2024-09-27,1,34,0.57
24282635,52.39991,4.90474,Spectecular house! Close to city centre.,4258470,Splinter,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,390.0,5,15,2019-12-30,1,178,0.19
24305993,52.37531,4.88068,The African Lily private apartment in the Jordaan,23698448,Ellen,"Amsterdam, Noord-Holland, Netherlands",Private room,250.0,3,69,2024-10-14,1,6,0.86
24328643,52.34642,4.89586,Spacious apartment in lively neighborhood,29159692,Olivier,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,250.0,2,13,2024-05-02,1,11,0.16
24362175,52.37703,4.86066,Comfy 2 bedroom apartment with sunny terrace,183850236,Stephan,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,5,33,2024-10-14,1,0,0.41
24383671,52.40277,4.91751,"Cosy house with garden, 10min. from City centre!",55294257,Indra,"Amsterdam, NH, Netherlands",Entire home/apt,200.0,3,44,2024-08-19,1,1,0.55
24389089,52.34735,4.898,Luxurious Family House in Amsterdam South,17396697,Berry,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,630.0,2,44,2024-08-21,1,3,0.57
24402987,52.3766,4.90207,PH93 Amsterdam - Room H,8321212,Henry,"Amsterdam, Noord-Holland, Netherlands",Private room,164.0,1,79,2024-08-15,2,95,1.0
24424994,52.40961,4.90513,Amsterdam - nice family home,184432212,Maaike,"Amsterdam, North Holland, Netherlands",Entire home/apt,200.0,3,3,2024-08-15,1,0,0.04
24428291,52.36434,4.85665,Cosy Room Amsterdam Old West,151759692,Chafia,"Amsterdam, Noord-Holland, Netherlands",Private room,139.0,1,110,2024-10-20,2,364,1.38
24459311,52.3612855,4.862439999999999,Cozy apartment in Amsterdam,18559590,Maarten,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,190.0,2,9,2024-10-20,1,19,0.4
24531839,52.37478,4.83669,"Great location, super for family, free parking",31723933,Michael,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,441.0,3,30,2024-10-01,1,8,0.37
24534357,52.35644,5.00369,Familiy watervilla-close to citycentre-parking-4BR,25740230,Marjolein,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,350.0,7,9,2024-08-17,1,18,0.12
24556511,52.37306,4.88225,Happiness and Joy!,90127191,Anıl,"Amsterdam, Noord-Holland, Netherlands",Private room,309.0,3,207,2024-11-02,1,339,2.57
24565009,52.37395,4.96555,Family house in quiet area near city center,185603500,Aart,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,6,25,2024-08-01,1,0,0.32
24567873,52.37705,4.85039,Characteristic apartment in Amsterdam West,43718573,Rik,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,55,2024-05-26,1,0,0.68
24571176,52.37326,4.86249,"Sunny, beautiful apartment near park",90747703,Aleta,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,1,15,2021-04-02,1,0,0.19
24579890,52.3527,5.00711,"Modern, spacious and bright apartment in Amsterdam",6472394,Josip,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,8,2019-09-15,1,0,0.1
24590980,52.36295,4.86725,Bright and spacious apartment close to Vondelpark!,14229551,Chantal,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,7,2021-08-14,1,0,0.09
24591991,52.3576,4.86107,Modern & Monumental - Vondelpark Amsterdam West,3765319,Saskia,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,15,2023-06-07,1,0,0.19
24602294,52.36655,4.92385,Glamping on the water  with windmill view,18787526,Bop & Eve,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,3,95,2024-09-29,2,0,1.19
24613083,52.36701,4.8724,Beautiful apartment on top-location!,19673390,Nikki,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,295.0,3,16,2024-10-19,1,269,0.2
24615144,52.3643,4.88867,Johannes Vermeer apartment canal view,9282300,Dutch Masters,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,359.0,7,7,2024-11-09,9,235,0.22
24625552,52.35618,4.89822,"Lovely place in De Pijp, Amsterdam",9057143,Claire,"Amsterdam, Noord-Holland, Netherlands",Private room,190.0,3,110,2024-10-17,1,73,1.44
24628192,52.357765,4.902114,Room By City Center with Free Bikes 2,186119073,Hans,"Amsterdam, Noord-Holland, Netherlands",Private room,82.0,3,436,2024-11-24,2,9,5.42
24652004,52.38071,4.88212,Beautiful loft style apartment in the Jordaan,36053915,Jacinta,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,27,2021-11-08,1,0,0.34
24667602,52.36738,4.8625,Modern & Big 1890's house + terrace@cool area,47611301,Fransje,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,600.0,3,6,2024-05-11,1,36,0.08
24676438,52.3122,4.95602,Modern Cozy Apartment - Amsterdam,144771221,Shurjeel,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,1,24,2022-05-29,1,0,0.3
24682460,52.41985,4.90131,Comfortable Modern House near Amsterdam CityCentre,4267212,Ramona,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,7,27,2024-08-17,1,0,0.34
24686536,52.39443,4.94763,Amsterdam bedroom with Ikea bunkbed,186582154,Dirk,"Amsterdam, Noord-Holland, Netherlands",Private room,80.0,2,133,2024-11-03,1,14,1.66
24696642,52.37004,4.85953,Family Apt + Garden in Amsterdam West,4991635,Casper & Roos,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,350.0,3,17,2024-08-25,1,70,0.22
24707022,52.3737,4.8634,Private and comfortable apartment in the Baarsjes,15964538,Tjeerd,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,5,9,2018-08-27,1,0,0.11
24720349,52.35269,4.94626,Cosy family apartment,49092096,Philip,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,250.0,7,16,2024-08-25,1,13,0.2
24722485,52.36479,4.94271,Light & Spacious apartment in lively East.,12188983,Jasper,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,19,2021-08-12,1,0,0.24
24730066,52.3642,4.93906,Cozy appartment in Amsterdam East,3718063,Nina,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,28,2021-11-22,1,0,0.36
24732648,52.357243,4.902189,Room By City Center With Free Bikes 1,186119073,Hans,"Amsterdam, Noord-Holland, Netherlands",Private room,72.0,1,397,2024-11-24,2,7,4.95
24733482,52.37725,4.89373,Single City Centre,12690109,Jacqueline,"Amsterdam, Noord-Holland, Netherlands",Private room,100.0,2,205,2024-11-28,2,75,2.59
24740652,52.34356,4.90231,Home away from home!,10110640,Liesje,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,198.0,2,59,2024-11-04,1,32,0.78
24743141,52.35615,4.89843,Luxury spacious triplex in old heart of de Pijp,460541,Mark And Charlotte,"Amsterdam, Netherlands",Entire home/apt,145.0,4,36,2024-07-06,1,159,0.46
24765196,52.34539,4.88862,Bright and spacious 150m2 apartment near RAI,187242087,Frans,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,12,2023-04-30,1,0,0.15
24766967,52.34792,4.88764,Beautiful Studio with Private Entrance and Balcony,1094489,Kevin,"Amsterdam, Noord-Holland, Netherlands",Private room,130.0,5,141,2024-11-18,1,121,1.86
24786368,52.42054,4.90881,GuestHouse nearby Amsterdam,94306388,Joyce,"Landsmeer, Noord-Holland, Netherlands",Entire home/apt,200.0,2,49,2024-09-15,1,0,0.61
24815236,52.37209,4.84969,Beautiful Apt | Big Garden | Rembrandtpark,35864254,Suzanne,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,7,2020-01-20,1,0,0.09
24820613,52.3596,4.8624,Ruim en licht appartement Amsterdam Oud-West,187643621,Sophie,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,1,41,2023-06-25,1,0,0.52
24827860,52.34933,4.88766,Modern bright apartment in popular area The Pijp,28003239,Bibi,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,1,37,2024-07-07,1,0,0.47
24854756,52.3907,4.90879,Beautiful and Cozy House with Terrace in Amsterdam,45354532,Sjors,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,31,2023-08-21,1,0,0.39
24855185,52.41428,4.88837,Nice House with one bedroom for 2 people,3984496,Jihan,"Amsterdam, NH, Netherlands",Entire home/apt,200.0,2,12,2018-11-04,1,0,0.15
24890504,52.35732,4.93456,"Kamer, dakterras, eigen badkamer en parkeerplaats",12618389,Alice,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,2,52,2020-08-09,1,0,0.66
24908891,52.34709,4.87549,Light and spacious apartment,4286546,Anne,"Amsterdam, NH, Netherlands",Entire home/apt,285.0,5,3,2024-09-17,1,262,0.17
24910547,52.37422,4.90482,Stunning apartment;  center of old Amsterdam,16763265,Monica,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,208.0,2,206,2024-12-01,1,151,2.67
24914093,52.41793,4.90119,Great family house closeby Amsterdam centre & NDSM,8192779,Mike,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,180.0,3,8,2024-08-18,1,17,0.28
24915775,52.37928,4.8471,"Romantic Amsterdam Apartment, 2 Balconies!",179915931,Marit,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,19,2019-04-08,1,0,0.24
24925810,52.37039,4.86996,sunny plant filled amsterdam apartment,1187831,Morgan,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,35,2024-11-05,1,1,0.44
24965334,52.38199,4.82473,A nice family home with garden,9839065,Floris En Petra,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,8,9,2023-11-23,1,0,0.11
24978150,52.40042,4.90941,Modern apartment with spacious sunny roof garden,5022420,Guido,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,195.0,10,5,2024-03-07,1,159,0.07
25005599,52.38488,4.87282,"Lovely, cosy private apartment with balcony",10268429,Anita,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,4,2019-06-22,1,0,0.05
25021801,52.3542,4.99139,B&B Urban Oasis,189156505,Nicole,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,225.0,3,14,2024-08-09,1,18,0.18
25044720,52.36131,4.86073,Room on an Amsterdam houseboat,189334195,Ria & Ton,"Amsterdam, Noord-Holland, Netherlands",Private room,200.0,4,129,2023-07-01,1,0,1.62
25051800,52.3187,4.95603,Nice family home with indoor parking in Amsterdam,175856582,Fabiana,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,5,21,2023-08-20,1,0,0.27
25065568,52.35492693701412,4.928839126605512,Beautiful 3 floor family house with garden (5Bdr),16716858,Koen,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,650.0,2,29,2024-10-28,1,6,0.37
25069395,52.37616,4.87117,Luxe design appartement met leefkeuken,78871029,Leonie,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,5,9,2023-07-14,1,0,0.32
25121245,52.36366,4.98529,Beautiful separate topfloor room in floating house,13947044,Peter,"Amsterdam, Noord-Holland, Netherlands",Private room,98.0,1,540,2024-12-01,1,116,6.79
25133928,52.35253,4.88294,Amsterdam home with garden,24255814,Annika,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,4,9,2019-08-18,1,0,0.12
25144894,52.37081,4.94444,Staying on a characteristic classic yacht,10635100,B.J.,"Amsterdam, NH, Netherlands",Private room,175.0,2,103,2024-11-02,1,328,1.32
25159136,52.31021,5.01813,Unique Family Villa Amsterdam surrounding,182599784,Isabelle,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,310.0,7,5,2022-08-12,1,72,0.06
25159692,52.36499,4.94057,"Lovely, bright and modern loft in popular East",4761807,Ruben,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,5,14,2021-07-23,1,0,0.18
25161087,52.3509156,4.8986484,Cosy holiday stay in vibrant de Pijp,31216048,Marijke,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,2,0,2024-10-20,1,0,1.026822858420935
25170214,52.38488,4.87063,The house by the canal,11514457,Valerio,"Amsterdam, Noord-Holland, Netherlands",Entire home/apt,200.0,3,19,2023-06-01,1,0,0.24
